point,plot,landscape,salinity.exposure,DateTime.PST,date,time.local,DateTimeLocal,Type,source,tide.note,tide.flow,tide.period,depth.cm,water.vial.id,ghg.id,filter.id,filter.volume.ml,salinity.psu,temperature.c,ph,do.mgl,orp.mv,fe2.mgl,hs.mgl,doc.mgl,tdn.mgl,CO2.umolar,CH4.umolar,N2O.umolar,d13ch4.permil,O2.umolar,CO2.stddev.umolar,CH4.stddev.umolar,N2O.stddev.umolar,d13ch4.stddev.permil,Sensor.HydraulicHead.m,Sensor.T.C,Sensor.S.PSU,Sensor.pH,Sensor.Note,Notes,alkalinity.caco3.mgl,tss.mgl,cdom,conductivity.uscm,spc.uscm,do.perc,pressure.mmhg,co2.ppm,ch4.ppm,n2o.ppm,nh3.ppm.for.reference.only,co2.stddev.ppm,ch4.stddev.ppm,n2o.stddev.ppm,nh3.stddev.ppm.for.reference.only,Kh.CO2,Kh.CH4,Kh.N2O,d13ch4.permil.raw,d13ch4.stddev.permil.raw,Filled.salinity.psu,Filled.temperature.c,Filled.ph,Fill.Notes
BC14,middle,hillslope,low,6/25/2019 14:20,6/25/2019,3:20:00 PM,6/25/2019 15:20,Porewater,microrhizome,not flooded,flood,low tide,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.464,12.22666667,2.974329585,5.924269663,Sample and sensor at different depths, ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045238972,0.045001719,0.039652115,NA,NA,2.974329585,12.22666667,5.924269663,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC12,middle,river.bank,low,NA,6/25/2019,,NA,Porewater,microrhizome,NA,NA,NA,90,3637-20z,NA,NA,NA,NA,NA,NA,NA,NA,11.603975,NA,14.18,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Missing DateTime ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC14,middle,hillslope,low,NA,6/25/2019,,NA,Porewater,microrhizome,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8515675,1.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Missing DateTime  ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC02,mouth,river.bank,medium,6/26/2019 9:19,6/26/2019,10:19:00 AM,6/26/2019 10:19,Porewater,sipper,not flooded,ebb,high tide,90,3637-34,"3637-467, 3637-468",367-234,,12.24,13.2,5.88,0.72,-12.2,9.260345,0,10.09,0.92,510.4845778,9.588166661,0.010078862,-52.43623846,22.50140634,2.988515242,0.016324382,0.000888142,2.238080052,1.934733333,13.74377567,8.801043707,6.19,Sample and sensor at different depths, ,NA,NA,NA,15809,20437,7.5,759,17910,137.37,0.18711,83.64,104.85,0.23388,0.016488,0.3819,0.028502768,0.069798112,0.053865974,-52.43623846,2.238080052,12.24,13.2,5.88,NA
BC02,mouth,river.bank,medium,6/26/2019 10:11,6/26/2019,11:11:00 AM,6/26/2019 11:11,Porewater,sipper,not flooded,ebb,low tide,30,NA,"3637-469, 3637-470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.09060398,0.228290621,0.021480831,-56.37711667,NA,0.254919481,0.001027308,0.000883538,3.363649468,1.934633333,13.74469433,8.801063367,6.19,Sample and sensor at different depths, ,NA,NA,NA,NA,NA,NA,NA,1343.833333,3.923333333,0.460166667,103.07,7.769666667,0.017655,0.018927333,0.6281,0.032809578,0.058187924,0.046680545,-56.37711667,3.363649468,8.801063367,13.74469433,6.19,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC02,mouth,river.bank,medium,6/26/2019 10:19,6/26/2019,11:19:00 AM,6/26/2019 11:19,Porewater,sipper,not flooded,ebb,low tide,30,NA,"3637-471, 3637-472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220.1511561,0.09333319,0.021393602,-89.9347,NA,0.796940623,0.0001933,0.000209688,27.58539732,1.934366667,13.74483567,8.801067665,6.19,Sample and sensor at different depths, ,NA,NA,NA,NA,NA,NA,NA,6710,1.604,0.4583,31.45,24.29,0.003322,0.004492,0.1234,0.032809412,0.058187774,0.046680345,-89.9347,27.58539732,8.801067665,13.74483567,6.19,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC03,mouth,floodplain,medium,6/26/2019 10:46,6/26/2019,11:46:00 AM,6/26/2019 11:46,Porewater,sipper,not flooded,ebb,low tide,90,NA,"3637-473, 3637-474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3003406,0.164995096,0.021345993,NA,NA,0.136626162,0.000590804,0.000568283,NA,1.807466667,14.90601,11.19367233,NA,Sample and sensor at different depths, ,NA,NA,NA,NA,NA,NA,NA,613.5,2.57,0.43375,68.75,4.845,0.0092025,0.0115475,0.386,0.028199414,0.064200427,0.049212665,NA,NA,11.19367233,14.90601,NA,"sensor-filled T, sensor-filled S"
BC03,mouth,floodplain,medium,6/26/2019 10:51,6/26/2019,11:51:00 AM,6/26/2019 11:51,Porewater,sipper,not flooded,ebb,low tide,60,NA,"3637-475, 3637-476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.01241157,0.21490958,0.021099806,NA,NA,0.709921662,0.016419156,0.000803146,NA,1.8073,14.906085,11.19357497,NA,, ,NA,NA,NA,NA,NA,NA,NA,638.75,3.3475,0.42875,68.425,25.175,0.25575,0.01632,0.28875,0.02819947,0.064200024,0.049212376,NA,NA,11.19357497,14.906085,NA,"sensor-filled T, sensor-filled S"
BC03,mouth,floodplain,medium,6/26/2019 11:01,6/26/2019,12:01:00 PM,6/26/2019 12:01,Porewater,sipper,not flooded,ebb,low tide,30,NA,"3637-477, 3637-478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540.0219981,0.292042246,0.012878727,-31.25731538,NA,9.66681676,0.000404904,0.000169584,8.079545401,1.807033333,14.906235,11.19338025,NA,Sample and sensor at different depths, ,NA,NA,NA,NA,NA,NA,NA,19150,4.549,0.2617,28.38,342.8,0.006307,0.003446,0.1469,0.028199582,0.064199219,0.049211797,-31.25731538,8.079545401,11.19338025,14.906235,NA,"sensor-filled T, sensor-filled S"
BC04,mouth,hillslope,medium,6/26/2019 11:21,6/26/2019,12:21:00 PM,6/26/2019 12:21,Porewater,sipper,not flooded,ebb,low tide,90,3637-40,"3637-479, 3637-480","3637-240A, 3637-240B",,6.23,18.9,5.87,3.98,-85.5,3.63011,0.77,4.68,6.15,1440.723582,51.21644301,0.014345886,-77.36271538,124.3827739,2.004852434,0.504183548,0.00142943,1.644335374,2.35,11.62,4.360184852,NA,Sample and sensor at different depths, ,NA,NA,NA,9611,10932,44.6,758.8,46027.5,1107,0.3963,199.575,64.05,10.8975,0.0394875,0.85875,0.031301365,0.046265983,0.03619956,-77.36271538,1.644335374,6.23,18.9,5.87,NA
BC04,mouth,hillslope,medium,6/26/2019 13:45,6/26/2019,2:45:00 PM,6/26/2019 14:45,Porewater,sipper,not flooded,flood,low tide,60,3637-41,"3637-481, 3637-482",3637-241,,6.23,12.3,4.86,0.52,35,NA,0.07,5.34,0.74,797.1223527,8.151259794,0.004707877,-57.72690769,16.25101569,2.137853723,0.004259231,0.000367815,3.071218554,2.365,12.007,4.352732037,NA,, ,NA,NA,NA,8262,10997,5,758.7,20526,154.5,0.10575,81.06,55.05,0.08073,0.008262,0.357,0.038834763,0.052758963,0.044518936,-57.72690769,3.071218554,6.23,12.3,4.86,NA
BC04,mouth,hillslope,medium,6/26/2019 14:29,6/26/2019,3:29:00 PM,6/26/2019 15:29,Porewater,sipper,not flooded,flood,low tide,30,NA,"3637-483, 3637-484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,527.6266416,7.237977208,0.033039536,-0.675964946,NA,3.968088776,0.009062749,0.000769596,71.94331134,2.3695,11.91466667,4.348995222,NA,Sample and sensor at different depths, ,NA,NA,NA,NA,NA,NA,NA,12295.5,149.24,0.78435,92.785,92.47,0.186865,0.01827,0.4872,0.042912175,0.048498909,0.04212346,-0.675964946,71.94331134,4.348995222,11.91466667,NA,"sensor-filled T, sensor-filled S"
BC02,mouth,river.bank,medium,NA,6/26/2019,,NA,Porewater,microrhizome,NA,NA,NA,60,3637-34z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.78,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Missing DateTime ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC04,mouth,hillslope,medium,NA,6/26/2019,,NA,Porewater,microrhizome,NA,NA,NA,90,3637-40z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.43,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Missing DateTime ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC04,mouth,hillslope,medium,NA,6/26/2019,,NA,Porewater,microrhizome,NA,NA,NA,60,3637-41z,NA,NA,NA,NA,NA,NA,NA,NA,10.7341625,0.05,5.97,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Missing DateTime ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC03,mouth,floodplain,medium,NA,6/26/2019,,NA,Porewater,microrhizome,NA,NA,NA,60,3637-42z,NA,NA,NA,NA,NA,NA,NA,NA,7.67717,NA,7.9,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Missing DateTime ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tree.397,mouth,na,medium,NA,6/26/2019,,NA,Porewater,microrhizome,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Missing DateTime ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC22,freshwater,freshwater.wetland.edge,none,6/27/2019 8:39,6/27/2019,9:39:00 AM,6/27/2019 9:39,Porewater,sipper,NA,ebb,high tide,90,3637-43,"3637-485, 3637-486",3637-243,,0,14.9,6.06,2.97,59.6,9.7223,0.04,14.39,0.31,2439.885707,65.97697281,0.055869025,-75.08723077,92.81830114,6.33890194,0.033855222,0.004729177,1.284545723,NA,NA,NA,NA,Salinity filled as 0, ,NA,NA,NA,121.1,147.8,29.5,761.9,51228,1808.64,1.72116,948.6,133.092,0.92808,0.145692,5.3388,0.047627971,0.036478776,0.0324601,-75.08723077,1.284545723,0,14.9,6.06,NA
BC22,freshwater,freshwater.wetland.edge,none,6/27/2019 9:28,6/27/2019,10:28:00 AM,6/27/2019 10:28,Porewater,sipper,NA,ebb,high tide,60,3637-44,"3637-487, 3637-488","3637-244A, 3637-244B",,0,13.5,5.4,0.85,59.9,9.1716125,0.03,17.4,0.42,2552.532254,65.44012375,0.0242884,-73.62718462,26.56416026,2.357148816,0.40888205,0.002100337,0.529358102,NA,NA,NA,NA,Salinity filled as 0, ,NA,NA,NA,78.3,101.9,8.1,762,51264,1736.28,0.71334,587.52,47.34,10.8486,0.061686,1.836,0.049791906,0.037689845,0.03404884,-73.62718462,0.529358102,0,13.5,5.4,NA
BC22,freshwater,freshwater.wetland.edge,none,6/27/2019 9:52,6/27/2019,10:52:00 AM,6/27/2019 10:52,Porewater,sipper,NA,ebb,high tide,30,NA,"3637-489, 3637-490",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2082.297497,317.4087971,0.017585545,NA,NA,3.469699157,0.712790345,0.002055597,NA,NA,13.5,NA,NA,"temp from BC22 at 10:28 on 6/27, Salinity filled as 0", ,NA,NA,NA,NA,NA,NA,NA,41820,8421.6,0.51648,388.68,69.684,18.912,0.060372,1.7556,0.049791906,0.037689845,0.03404884,-103.9670231,11.38352455,0,13.5,NA,sensor-filled T
BC21,freshwater,freshwater.wetland,none,6/27/2019 10:31,6/27/2019,11:31:00 AM,6/27/2019 11:31,Porewater,sipper,NA,ebb,high tide,90,3637-46,"3637-491, 3637-492","3637-246A, 3637-246B",,0,18.5,5.71,3.58,56.8,6.42752,0.07,8.74,0.29,1076.092931,35.44594879,0.006067848,-78.28124615,111.8819926,31.60686947,1.177488747,0.001220838,1.044839234,NA,NA,NA,NA,Salinity filled as 0, ,NA,NA,NA,67.9,77.9,38.7,762.2,25218,1052.1,0.21039,105.15,740.7,34.95,0.04233,0.7497,0.042671621,0.033690665,0.028840954,-78.28124615,1.044839234,0,18.5,5.71,NA
BC21,freshwater,freshwater.wetland,none,6/27/2019 11:22,6/27/2019,12:22:00 PM,6/27/2019 12:22,Porewater,sipper,NA,ebb,low tide,60,3637-48,"3637-495, 3637-496","3637-248A, 3637-248B",,0,15.1,5.53,0.47,52.7,6.278465,0.05,9.88,0.32,1321.510383,37.15796903,0.002939501,-82.8423,14.68841803,6.944780577,1.970646906,0.000869663,3.544072068,NA,NA,NA,NA,Salinity filled as 0, ,NA,NA,NA,56.7,70.2,4.8,762.3,27921,1023.3,0.09117,102.24,146.73,54.27,0.026973,0.26859,0.047330339,0.036311902,0.032241979,-82.8423,3.544072068,0,15.1,5.53,NA
BC21,freshwater,freshwater.wetland,none,6/27/2019 11:56,6/27/2019,12:56:00 PM,6/27/2019 12:56,Porewater,sipper,NA,ebb,low tide,30,NA,"3637-493, 3637-494",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,283.9820313,127.1435301,0.012690443,-79.51182308,NA,0.624963313,0.341435624,0.000332737,1.241165013,NA,15.1,NA,NA,"temp from BC21 at 11:22 on 6/27, Salinity filled as 0", ,NA,NA,NA,NA,NA,NA,NA,6000,3501.428571,0.3936,132.0428571,13.20428571,9.402857143,0.01032,0.136328571,0.047330339,0.036311902,0.032241979,-79.51182308,1.241165013,0,15.1,NA,sensor-filled T
BC92,marsh,river.bank,high,6/27/2019 15:02,6/27/2019,4:02:00 PM,6/27/2019 16:02,Porewater,sipper,not flooded,flood,low tide,90,NA,"3637-497, 3637-498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.75396798,0.648509703,0.082548854,-53.5360625,NA,7.02840596,0.000468681,0.003136969,28.38888816,1.296933333,14.4541032,16.01367575,NA,Sample and sensor at different depths, ,NA,NA,NA,NA,NA,NA,NA,3181.263158,7.861263158,1.384105263,360.0947368,307.3263158,0.005681368,0.052597895,1.096105263,0.022869522,0.082494338,0.05964059,-53.5360625,28.38888816,16.01367575,14.4541032,NA,"sensor-filled T, sensor-filled S"
BC92,marsh,river.bank,high,6/27/2019 15:09,6/27/2019,4:09:00 PM,6/27/2019 16:09,Porewater,sipper,not flooded,flood,low tide,60,NA,"3637-499, 3637-500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1094.522385,0.064493873,0.009649778,NA,NA,8.232930604,0.000609384,0.000293191,NA,1.2967,14.45439319,16.01370689,NA,, ,NA,NA,NA,NA,NA,NA,NA,47860,0.7818,0.1618,39.4,360,0.007387,0.004916,0.1566,0.022869252,0.082494081,0.059640162,-137.117,0,16.01370689,14.45439319,NA,"sensor-filled T, sensor-filled S"
BC92,marsh,river.bank,high,6/27/2019 15:14,6/27/2019,4:14:00 PM,6/27/2019 16:14,Porewater,sipper,not flooded,flood,low tide,30,NA,"3637-501, 3637-502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.52186934,0.724209583,0.026611932,-50.41,NA,0.281722729,0.133457759,0.00063733,4.973084681,1.296533333,14.45460032,16.01372913,NA,Sample and sensor at different depths, ,NA,NA,NA,NA,NA,NA,NA,1116,8.778947368,0.446210526,119.7473684,12.31894737,1.617789474,0.010686316,0.263715789,0.022869059,0.082493897,0.059639857,-50.41,4.973084681,16.01372913,14.45460032,NA,"sensor-filled T, sensor-filled S"
BC94,marsh,floodplain,high,6/27/2019 15:28,6/27/2019,4:28:00 PM,6/27/2019 16:28,Porewater,sipper,not flooded,flood,low tide,90,NA,"3637-503, 3637-504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.87824636,0.310964511,0.025754583,NA,NA,0.404148704,0.006550453,0.001095398,NA,1.186066667,14.49989713,13.96982509,NA,Sample and sensor at different depths, ,NA,NA,NA,NA,NA,NA,NA,791.3684211,4.181052632,0.466421053,99.82105263,16.08947368,0.088073684,0.019837895,0.465789474,0.025118827,0.074374694,0.055217455,-93.55219231,89.06915511,13.96982509,14.49989713,NA,"sensor-filled T, sensor-filled S"
BC94,marsh,floodplain,high,6/27/2019 15:31,6/27/2019,4:31:00 PM,6/27/2019 16:31,Porewater,sipper,not flooded,flood,low tide,60,NA,"3637-505, 3637-506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432.7943494,0.584437278,0.039347933,NA,NA,2.337792809,0.010799223,0.002947506,NA,1.186,14.50000573,13.96989351,NA,, ,NA,NA,NA,NA,NA,NA,NA,17230,7.858,0.7126,307.7,93.07,0.1452,0.05338,1.427,0.025118651,0.074374813,0.055217419,NA,NA,13.96989351,14.50000573,NA,"sensor-filled T, sensor-filled S"
BC94,marsh,floodplain,high,6/27/2019 15:36,6/27/2019,4:36:00 PM,6/27/2019 16:36,Porewater,sipper,not flooded,flood,low tide,30,NA,"3637-507, 3637-508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.8464402,12.3432767,0.156223161,NA,NA,3.491351116,0.016330075,0.010541436,NA,1.186,14.50018672,13.97000754,NA,Sample and sensor at different depths, ,NA,NA,NA,NA,NA,NA,NA,4532.4,165.96,2.82924,1274.76,138.996,0.219564,0.190908,4.7988,0.025118357,0.07437501,0.055217359,NA,NA,13.97000754,14.50018672,NA,"sensor-filled T, sensor-filled S"
BC96,marsh,hillslope,high,6/27/2019 15:45,6/27/2019,4:45:00 PM,6/27/2019 16:45,Porewater,sipper,not flooded,flood,low tide,90,NA,"3637-509, 3637-510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1102.587569,559.5248868,0.034400925,NA,NA,3.726903236,4.083103942,0.002146267,NA,1.802,13.38135861,8.556174687,NA,Sample and sensor at different depths, ,NA,NA,NA,NA,NA,NA,NA,32814,9664.2,0.73512,490.14,110.916,70.524,0.045864,2.2338,0.033601133,0.057896658,0.046796339,-103.1304769,5.631318586,8.556174687,13.38135861,NA,"sensor-filled T, sensor-filled S"
BC96,marsh,hillslope,high,6/27/2019 16:01,6/27/2019,5:01:00 PM,6/27/2019 17:01,Porewater,sipper,not flooded,flood,low tide,60,3637-56,"3637-511, 3637-512",3637-256,NA,NA,NA,NA,NA,NA,NA,NA,-0.27,-0.01,1055.861832,584.6392247,0.08101469,-89.08134286,NA,6.847558518,4.354051124,0.006689734,5.367463196,1.8038,13.38199654,8.556388141,NA,, ,NA,NA,NA,NA,NA,NA,NA,31424.4,10098,1.73124,963,203.796,75.204,0.142956,4.2804,0.033600063,0.057896536,0.046795759,-89.08134286,5.367463196,8.556388141,13.38199654,NA,"sensor-filled T, sensor-filled S"
BC96,marsh,hillslope,high,6/27/2019 16:14,6/27/2019,5:14:00 PM,6/27/2019 17:14,Porewater,sipper,not flooded,flood,low tide,30,NA,"3637-513, 3637-514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8012,13.38251485,8.556562037,NA,Sample and sensor at different depths, ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033599194,0.057896439,0.046795288,NA,NA,8.556562037,13.38251485,NA,"sensor-filled T, sensor-filled S"
BC22,freshwater,freshwater.wetland.edge,none,NA,6/27/2019,,NA,Porewater,microrhizome,NA,NA,NA,90,3637-43z,NA,NA,NA,0,NA,NA,NA,NA,4.59566,0.1,8.13,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salinity filled as 0,Missing DateTime ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
BC22,freshwater,freshwater.wetland.edge,none,NA,6/27/2019,,NA,Porewater,microrhizome,NA,NA,NA,60,3637-44z,NA,NA,NA,0,NA,NA,NA,NA,2.7957125,0,10.84,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salinity filled as 0,Missing DateTime ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
BC21,freshwater,freshwater.wetland,none,NA,6/27/2019,,NA,Porewater,microrhizome,NA,NA,NA,60,3637-48z,NA,NA,NA,0,NA,NA,NA,NA,2.3201375,0.0375,9.57,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salinity filled as 0,Missing DateTime ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
BC04,mouth,hillslope,medium,1/21/2020 10:15,1/21/2020,10:15:00 AM,1/21/2020 10:15,Porewater,sipper,flooded,ebb,high tide,60,3638-1,"3638-401, 3638-402",3638-201,143,6.17,7.4,6.2,5.65,-32.8,NA,3.15,NA,NA,273.1058131,59.24891121,NA,-69.5533,176.5735358,NA,NA,NA,0.521426526,2.8995,8.92,5.886023575,NA,,hailing and raining ,NA,NA,NA,7245,10940,48.5,752.8,5891.969,1006.852285,NA,NA,NA,NA,NA,NA,0.046352215,0.058845684,0.052589443,-69.5533,0.521426526,6.17,7.4,6.2,NA
BC03,mouth,floodplain,medium,1/21/2020 12:47,1/21/2020,12:47:00 PM,1/21/2020 12:47,Porewater,sipper,flooded,ebb,high tide,60,3638-2,"3638-403, 3638-404",3638-202,65,11.96,8.7,5.42,2.82,41.2,7.45,0.15,NA,NA,338.3846849,4.519666442,NA,NA,88.13050816,NA,NA,NA,NA,2.561333333,8.19,9.051511002,NA,, ,NA,NA,NA,13841,20090,26.1,753.8,9944.868,60.076666,NA,NA,NA,NA,NA,NA,0.034026061,0.075231646,0.061550475,16.02454308,12.10959311,11.96,8.7,5.42,NA
BC02,mouth,river.bank,medium,1/21/2020 14:06,1/21/2020,2:06:00 PM,1/21/2020 14:06,Porewater,sipper,not flooded,ebb,low tide,60,3638-3,"3638-405, 3638-406",BC12,180,8.26,8.1,5.7,2.95,52.2,3.85,0.02,NA,NA,410.9023763,2.302678889,NA,-33.59974615,92.19326208,NA,NA,NA,6.476432706,2.6164,8.956,6.828910176,NA,, ,NA,NA,NA,9701,14380,27,754,9992.993,36.032027,NA,NA,NA,NA,NA,NA,0.04111905,0.063906449,0.055179692,-33.59974615,6.476432706,8.26,8.1,5.7,NA
BC92,marsh,river.bank,high,1/22/2020 13:47,1/22/2020,1:47:00 PM,1/22/2020 13:47,Porewater,sipper,NA,ebb,high tide,60,3638-4,"3638-407, 3638-408",3638-204,120,15.05,8.2,5.63,1.2,26.5,NA,NA,NA,NA,340.2403806,0.823522985,NA,-20.71227692,37.5023439,NA,NA,NA,2.004759506,NA,NA,NA,NA,,raining ,NA,NA,NA,16886,24955,12.1,758.5,11278.556,9.35118,NA,NA,NA,NA,NA,NA,0.030167016,0.08806621,0.069725154,-20.71227692,2.004759506,15.05,8.2,5.63,NA
BC94,marsh,floodplain,high,1/22/2020 14:02,1/22/2020,2:02:00 PM,1/22/2020 14:02,Porewater,sipper,NA,ebb,low tide,60,3638-5,"3638-409, 3638-4010",3638-205,58,7.84,8.8,6.21,5.62,23.7,NA,NA,NA,NA,NA,0.924710261,NA,-5.103115462,175.6359772,NA,NA,NA,6.756703424,NA,NA,NA,NA,,raining ,NA,NA,NA,9410,13626,51.1,758.4,NA,15,NA,NA,NA,NA,NA,NA,0.04084126,0.061647351,0.053072217,-5.103115462,6.756703424,7.84,8.8,6.21,NA
BC96,marsh,hillslope,high,1/22/2020 14:18,1/22/2020,2:18:00 PM,1/22/2020 14:18,Porewater,sipper,NA,ebb,low tide,60,3638-6,"3638-411, 3638-412",3638-206,59,3.84,8.3,6.33,2.49,-1.3,NA,NA,NA,NA,491.627227,139.660879,NA,-75.67003846,77.81736359,NA,NA,NA,0.537556672,NA,NA,NA,NA,,raining ,NA,NA,NA,4840,7105,22,758.4,9868.188,2709.578832,NA,NA,NA,NA,NA,NA,0.049819402,0.05154339,0.046943895,-75.67003846,0.537556672,3.84,8.3,6.33,NA
BC13,middle,floodplain,low,1/23/2020 9:12,1/23/2020,9:12:00 AM,1/23/2020 9:12,Porewater,sipper,NA,flood,high tide,60,3638-7,"3638-412, 3638-413",3638-207,120,7.73,9,6.43,0.95,-5.5,4.4,0.02,NA,NA,NA,NA,NA,NA,29.68935558,NA,NA,NA,NA,NA,NA,NA,NA,,raining ,NA,NA,NA,9327,13421,8.6,759.5,NA,NA,NA,NA,NA,NA,NA,NA,0.040746865,0.061046021,0.052504284,NA,NA,7.73,9,6.43,NA
BC12,middle,river.bank,low,1/23/2020 10:01,1/23/2020,10:01:00 AM,1/23/2020 10:01,Porewater,sipper,NA,flood,high tide,60,3638-8,"3638-413, 3638-414",3638-208,120,2.18,8,6.67,7.27,30.2,0.1,0.04,NA,NA,420.2810857,4.436959325,NA,-34.4319,227.2017001,NA,NA,NA,3.370639757,NA,NA,NA,NA,,raining ,NA,NA,NA,2768,4099,62.4,759.5,7744.934,92.449509,NA,NA,NA,NA,NA,NA,0.05426529,0.047993325,0.044784665,-34.4319,3.370639757,2.18,8,6.67,NA
BC14,middle,hillslope,low,1/23/2020 10:30,1/23/2020,10:30:00 AM,1/23/2020 10:30,Porewater,sipper,NA,flood,high tide,60,3638-9,"3638-415, 3638-416",3638-209,60,2.76,8.9,7.01,1.13,14.6,5.3,0.75,NA,NA,247.3771582,0.174455528,NA,-39.86116923,35.31470717,NA,NA,NA,1.845245157,NA,NA,NA,NA,,raining ,NA,NA,NA,3548,5120,10.3,759.7,4830.72,3.61718,NA,NA,NA,NA,NA,NA,0.051209169,0.048229706,0.044229363,-39.86116923,1.845245157,2.76,8.9,7.01,NA
BC14,middle,hillslope,low,1/23/2020 14:33,1/23/2020,2:33:00 PM,1/23/2020 14:33,Porewater,sipper,NA,ebb,high tide,60,3638-10,"3638-417, 3638-418",3638-210,120,2.85,8.8,7.12,0.95,-96.7,0.92,0.48,NA,NA,748.2065986,40.58530828,NA,-72.31897692,29.68935558,NA,NA,NA,2.344652465,NA,NA,NA,NA,,raining ,NA,NA,NA,3619,5236,8.4,758.1,14618.86,835.80051,NA,NA,NA,NA,NA,NA,0.051180913,0.048558607,0.04453017,-72.31897692,2.344652465,2.85,8.8,7.12,NA
BC13,middle,floodplain,low,1/23/2020 15:09,1/23/2020,3:09:00 PM,1/23/2020 15:09,Porewater,sipper,NA,ebb,low tide,60,3638-11,"3638-419, 3638-420",3638-211,120,7.31,8.2,7.71,1.23,-53.3,3.5,0,NA,NA,682.8594239,74.18637828,NA,-66.94542308,38.43990249,NA,NA,NA,0.896748345,NA,NA,NA,NA,,raining ,NA,NA,NA,8673,12755,11.1,758,15969.792,1217.298252,NA,NA,NA,NA,NA,NA,0.042759444,0.060943469,0.053191835,-66.94542308,0.896748345,7.31,8.2,7.71,NA
